GRUPO TAXONOMICO;METODO FAUNA;CAMPANHA;MODULO;TRANSECTO;PARCELA;DATA;PERIODO SAZONAL;HORARIO;FILO;CLASSE;ORDEM;FAMILIA;SUBFAMILIA;NOME CIENTIFICO;SUBESPECIE;SENSIBILIDADE;ENDEMISMO;BIOINDICADOR;STATUS DO REGISTRO;RECAPTURA OU RECUPERACAO;SEXO;IDADE;MUDAS REMIGES (MM);MUDAS RECTRIZES  (MM);MUDAS CONTORNO  (MM);PLACA DE INCUBACAO;COMPRIMENTO ASA (MM);COMPRIMENTO CAUDA (MM);COMPRIMENTO CULMEN  (MM);COMPRIMENTO TARSO  (MM);PESO 1 (G);PESO 2  (G);PESO  (G);COR IRIS;COR BICO;COR TARSO;COMPRIMENTO TOTAL (M);;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;1;63;36;11;16.5;72;54;18;BRANCO;CINZA;CINZA;119;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;1;63;32;13;15.5;66;52;14;BRANCO;CINZA;CINZA;120;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCOLAPTES RIDGWAYI;NI;A;NA;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;117;112;34;26.5;115;50;65;CASTANHO;PRETO;CINZA;270;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;HYLOPHYLAX NAEVIUS;OCHRACEUS;A;1;NA;RECAPTURA;SIM;MACHO;ADULTO;N;N;N;1;56.5;37;15.5;20;61;50;11;CINZA;PRETO;ROSA;115;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCOLAPTES RIDGWAYI;NI;A;NA;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;1;119;118;37;27;105;46;59;CASTANHO;PRETO;CINZA;286;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;58.5;29;11;13.5;66;56;10;CASTANHO;PRETO;CINZA;111;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;ANILHADO;NAO;INDETERMINADO;JOVEM;6P; 2S;N;N;0;55;NC;12;14;68;57.5;10.5;CASTANHO;PRETO;CINZA;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;RECAPTURA;SIM;FEMEA;ADULTO;N;N;N;1;64.5;34;11;16;68;51.5;16.5;BRANCO;CINZA;CINZA;115;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;RECAPTURA;SIM;FEMEA;ADULTO;N;N;N;0;61;31;12;16;73;58;15;BRANCO;CINZA;CINZA;110;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;XIPHORHYNCHUS GUTTATOIDES;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;7P;N;N;0;115;114.5;42;27;145;80;65;CASTANHO;PRETO;CINZA;290;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;10:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;THRENETES LEUCURUS;MEDIANUS;M;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;INDETERMINADO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;10:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;50;67.5;35;3.5;64;58;6;CASTANHO;MAX. PRETO/MAND. VERMELHO;NC;147;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;10:00:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;120.5;73.5;15;25;200;78;122;AMARELO;VERMELHO;VERMELHO;222;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;10:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;WILLISORNIS VIDUA;VIDUA;M;1;NA;RECAPTURA;SIM;MACHO;ADULTO;N;N;N;1;61;43;17;23;69;51.5;17.5;CINZA;PRETO;CINZA;130;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;10:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;WILLISORNIS VIDUA;VIDUA;M;1;NA;FUGA;NAO;INDETERMINADO;INDETERMINADO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;26/01/2014;ENCHENTE;10:00:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;ANILHADO;NAO;INDETERMINADO;SUB-ADULTO;N;N;N;0;165;89;19;31;105;50.5;54.5;CASTANHO;CINZA;CINZA;220;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;ANILHADO;NAO;INDETERMINADO;JOVEM;N;N;N;0;56;27;12.5;14;66;52.5;13.5;CASTANHO;PRETO;CINZA;102;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA MERULA;RUFOOLIVACEA;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;1;N;0;99;87;26;25.5;94;50.5;43.5;CINZA;PRETO;CINZA;216;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;130;82;15;26;175;75;100;AMARELO;VERMELHO;VERMELHO;226;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;135;85;15;25;205;80;125;AMARELO;VERMELHO;VERMELHO;225;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;145;78;14;23.5;195.5;73;122.5;AMARELO;VERMELHO;VERMELHO;230;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;144;79.5;14;25;180;53;127;AMARELO;VERMELHO;VERMELHO;236;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;HYLOPHYLAX NAEVIUS;OCHRACEUS;A;1;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;56;37;13.5;20;65;52;13;CINZA;PRETO;ROSA;116;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;3;88;83;22.5;21.5;90;52;38;CASTANHO;PRETO;CINZA;191;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMELASTES RUFIFACIES;RUFIFACIES;DD;1;1;ANILHADO;NAO;MACHO;ADULTO;N;N;N;2;66;57;21;27;83;59;24;CINZA;CINZA;ROSA;164;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;90;75;22;22;88;55;33;CASTANHO;CINZA;CINZA;192;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS MACCONNELLI;NI;A;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;79.5;59;23;21.5;82.5;58;24.5;CASTANHO;CINZA;CINZA;173;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;ANILHADO;NAO;INDETERMINADO;SUB-ADULTO;N;N;N;0;99;85;19;29;125;75.5;49.5;CASTANHO;CINZA;CINZA;221;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;RECUPERA?AO;SIM;FEMEA;ADULTO;N;N;N;1;63;32;13;15.5;66;52;14;BRANCO;CINZA;CINZA;120;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;08:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;THRENETES LEUCURUS;MEDIANUS;M;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;1;55;35.5;30;4.5;56;51;5;CASTANHO;PRETO;ROSA;120;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;09:40:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;RECUPERA?AO;SIM;INDETERMINADO;JOVEM;6P; 2S;N;N;0;55;NC;12;14;68;57.5;10.5;CASTANHO;PRETO;CINZA;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;09:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;HYPOCNEMOIDES MACULICAUDA;NI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;64;43;17;22.5;66;55;11;CINZA;PRETO;CINZA;130;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;09:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;HYPOCNEMOIDES MACULICAUDA;NI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;59;42;17;22;62;49;13;CINZA;PRETO;CINZA;127;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;11:15:00;CHORDATA;AVES;CORACIIFORMES;ALCEDINIDAE;NA;CHLOROCERYLE AENEA;AENEA;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;N;N;N;0;57;33.5;29.5;6.5;63;49;14;CASTANHO;PRETO;ROXO;145;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;11:15:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;4; 5P;1 E 2;N;0;107;92;25.5;24.5;99;53;46;CINZA;CINZA;CINZA;242;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;11:15:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;139;85;13;24;163;58;105;AMARELO;VERMELHO;VERMELHO;225;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;5;5;1;1;27/01/2014;ENCHENTE;11:15:00;CHORDATA;AVES;CORACIIFORMES;ALCEDINIDAE;NA;CHLOROCERYLE AENEA;AENEA;M;NA;NA;SOLTO S/ ANILHA;NA;MACHO;ADULTO;N;N;N;0;54;40;31;6.5;63.5;50;13.5;CASTANHO;PRETO;ROXO;141;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;06:30:00;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;HABIA RUBRA;NI;A;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;JOVEM;N;N;N;0;82;74;16;23;82;53;29;MARROM;MARROM CLARO;CINZA CLARO;192;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;100;89;15;31;93;39;54;CASTANHO;CINZA;CINZA;201;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;10;9P;N;C;0;70;67;13;16;67;50;17;CASTANHO;CINZA;CINZA;142;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;1;5C;N;0;103;95;28;26;79;39;40;CINZA CLARO;CINZA;CINZA;220;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;1;2C;N;0;108;102;30;24;99;52;47;CINZA CLARO;CINZA;CINZA;142;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;FURNARIIDAE;NA;AUTOMOLUS OCHROLAEMUS;NI;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;85;79;20;22;59;26;33;CINZA CLARO;CINZA;AMARELO CLARO;180;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;RHEGMATORHINA GYMNOPS;NI;A;1;1;ANILHADO;NAO;MACHO;ADULTO;1P;N;C;0;76;40;16;18;83;51;32;CASTANHO CLARO;CINZA;CINZA;142;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;RHEGMATORHINA GYMNOPS;NI;A;1;1;RECAPTURA;SIM;MACHO;ADULTO;N;N;N;0;74;49;16;25;84;54;30;CASTANHO CLARO;CINZA;CINZA;145;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;ONYCHORHYNCHIDAE;NA;MYIOBIUS BARBATUS;INSIGNIS;A;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;54;52;9;17;60;51;9;CASTANHO ESCURO;CINZA;CINZA;153;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;12:00:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;LEPTOTILA RUFAXILLA;RUFAXILLA;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;147;102;15;27;235;58;177;VERDE CLARO;PRETO;VERMELHO;235;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;10P;N;C;0;69;66;13;16;67;51;16;CASTANHO ESCURO;CINZACLARO;MARROM;150;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;2P;N;N;0;59;23;11;15;49;39;10;CASTANHO ESCURO;CINZACLARO;CINZA CLARO;90;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;ONYCHORHYNCHIDAE;NA;MYIOBIUS BARBATUS;INSIGNIS;A;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;63;58;9;19;50;26;24;CASTANHO ESCURO;CINZA;MARROM CLARO;130;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;09/08/2014;VAZANTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA MERULA;RUFOOLIVACEA;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;97;79;26;27;79;39;40;CINZA;CINZAESCURO;CINZA;204;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;06:40:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;RECUPERA?AO;SIM;INDETERMINADO;ADULTO;N;N;N;0;100;84;20;32;97;41;56;CASTANHO;PRETO;CINZA;220;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;WILLISORNIS VIDUA;VIDUA;M;1;NA;RECAPTURA;SIM;MACHO;ADULTO;N;N;N;1;61.5;46;17;23;59;42;17;CASTANHO;PRETO;CINZA;130;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA MERULA;RUFOOLIVACEA;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;96;88;29;25;91.5;52;39.5;CINZA;PRETO;CINZA;215;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;RECAPTURA;SIM;FEMEA;ADULTO;N;N;N;0;65;34;13;15;43;27;16;BRANCO;CINZA;ROXO;115;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;RECUPERA?AO;SIM;INDETERMINADO;ADULTO;N;N;N;0;107;105;31;24;100;52.5;47.5;CINZA;PRETO;CINZA;245;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;0;69;78;15;18;55;38;17;CASTANHO;CINZA;CINZA;161;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;WILLISORNIS VIDUA;VIDUA;M;1;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;1;62;33;27;22.2;43;24.5;18.5;CASTANHO;PRETO;CINZA;131;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;THAMNOPHILUS SCHISTACEUS;SCHISTACEUS;A;1;1;ANILHADO;NAO;FEMEA;ADULTO;6S;N;N;0;62;49;21;21.1;76;54.5;21.5;VERMELHO;MAX. PRETO/MAND. CINZA;CINZA;150;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;08:30:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;THALURANIA FURCATA;BALZANI;M;NA;NA;FUGA;NAO;FEMEA;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;27;23;4;CASTANHO;PRETO;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;N;N;N;0;61;31;13;17;51.5;3.5;48;BRANCO;CINZA;ROXO;110;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;08:30:00;CHORDATA;AVES;PASSERIFORMES;TYRANNIDAE;NA;ATTILA SPADICEUS;RUFUS;M;NA;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;82;76;28;22;53;26;27;CINZA;CINZA;AMARELO;171;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;10:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;RECUPERA?AO;SIM;INDETERMINADO;ADULTO;N;N;N;0;101;93.5;31;26;64;25;39;CINZA;CINZA;CINZA;240;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;11:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;100;97;31;26;91;51;40;CASTANHO;CINZA;CINZA;235;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;1;10/08/2014;VAZANTE;11:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;THALURANIA FURCATA;BALZANI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;N;N;N;0;48;28;24;4;NC;NC;NC;CASTANHO;PRETO;ROSA;97;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;2;11/08/2014;VAZANTE;06:15:00;CHORDATA;AVES;CAPRIMULGIFORMES;CAPRIMULGIDAE;NA;NYCTIDROMUS ALBICOLLIS;NI;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;154;150;11;24;99;39;60;PRETO;MARROM CLARO;MARROM;281;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;6;5;1;2;11/08/2014;VAZANTE;07:15:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;1;88;70;25;33;94;39;55;VERMELHO;CINZAESCURO;CINZA;214;;;;;;
